StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,ExamScore,Result
1542,16,Female,Black,Secondary,18.44615550967169,11,0,None,No,Yes,No,No,51.0,Pass
1543,17,Female,Hispanic,None,8.517863100733635,6,1,High,Yes,No,No,No,80.0,Pass
1544,16,Female,Asian,Primary,19.71048266510436,13,1,Moderate,No,No,No,No,56.0,Pass
1545,15,Male,Hispanic,Secondary,11.081167669204214,14,1,Moderate,No,Yes,No,No,48.0,Fail
1546,18,Female,Black,Secondary,18.616657283516147,14,0,High,No,No,Yes,No,56.0,Pass
1547,15,Female,White,Primary,0.1069797738844569,5,0,Low,Yes,No,No,No,56.0,Pass
1548,18,Female,Asian,Primary,14.964776123618002,20,0,Low,Yes,Yes,Yes,No,47.0,Fail
1549,16,Female,Asian,None,18.061013062050307,13,0,Low,No,No,Yes,No,55.0,Pass
1550,17,Female,Black,Primary,2.794411339579081,1,1,Moderate,No,Yes,No,No,83.0,Pass
1551,15,Female,Asian,University Education,1.9225170346430296,7,0,Low,Yes,Yes,No,No,60.0,Pass
1552,18,Female,Hispanic,Higher Education,8.491452143719112,12,0,High,No,Yes,No,No,54.0,Pass
1553,15,Male,Hispanic,Primary,18.673578122658704,22,0,Low,No,Yes,No,No,29.0,Fail
1554,18,Male,Asian,Secondary,10.847731203808774,5,0,Very High,No,No,No,No,65.0,Pass
1555,15,Female,Black,Higher Education,10.549129274434645,4,1,Low,No,Yes,No,No,75.0,Pass
1556,18,Male,Black,None,2.8225223659864374,4,0,Low,Yes,Yes,No,Yes,64.0,Pass
1557,18,Male,Asian,Higher Education,0.0157902218643757,24,0,Low,No,No,No,No,6.0,Fail
1558,16,Male,White,Higher Education,16.202801814909225,0,0,High,Yes,No,No,No,91.0,Pass
1559,18,Male,Hispanic,None,1.7514912597247645,8,1,Moderate,Yes,Yes,No,No,65.0,Pass
1560,16,Female,Black,Primary,12.67699637470648,5,0,High,Yes,No,Yes,No,84.0,Pass
1561,18,Male,Hispanic,University Education,18.29232909030383,19,0,High,No,Yes,No,No,40.0,Fail
1562,17,Male,Asian,Secondary,4.17303826316862,25,0,Very High,No,No,Yes,No,19.0,Fail
1563,17,Male,White,None,13.305456724738216,29,1,High,No,No,Yes,No,20.0,Fail
1564,17,Female,Black,Primary,1.5739715341501892,6,0,None,No,No,Yes,No,58.0,Pass
1565,18,Female,Hispanic,Secondary,12.07510287675226,8,0,High,Yes,No,No,No,68.0,Pass
1566,16,Female,Hispanic,Secondary,3.278634419064055,4,1,Very High,Yes,No,No,No,81.0,Pass
1567,16,Female,Asian,Secondary,14.71907121030356,13,1,Very High,Yes,No,No,No,72.0,Pass
1568,18,Female,Hispanic,University Education,6.024625895878164,4,0,Low,No,No,No,No,58.0,Pass
1569,17,Female,Asian,Primary,9.267820176092926,7,1,High,No,Yes,Yes,No,83.0,Pass
1570,17,Female,Asian,Secondary,11.988610840552434,6,0,Low,No,No,No,No,62.0,Pass
1571,16,Male,Asian,Secondary,3.425468213324792,12,1,Low,Yes,Yes,Yes,No,65.0,Pass
1572,17,Male,White,Secondary,14.832756372352415,12,0,High,No,No,No,No,53.0,Pass
1573,15,Male,Hispanic,Primary,6.052806812736291,7,0,Very High,No,No,No,No,63.0,Pass
1574,16,Female,Hispanic,University Education,13.24743719825507,10,1,Moderate,No,No,No,No,62.0,Pass
1575,17,Female,Hispanic,Higher Education,3.165661013987473,27,1,High,Yes,No,No,No,20.0,Fail
1576,16,Female,Black,Secondary,13.762353184127004,25,0,None,Yes,No,No,No,19.0,Fail
1577,15,Female,White,Secondary,2.563761456209235,17,1,None,Yes,No,No,No,32.0,Fail
1578,16,Female,Asian,Primary,8.507129925399672,24,0,Moderate,Yes,No,No,No,16.0,Fail
1579,16,Male,Asian,Secondary,4.944121474777536,18,1,Moderate,No,No,No,No,42.0,Fail
1580,16,Male,Asian,Secondary,14.96750498856365,5,0,High,No,No,No,No,82.0,Pass
1581,16,Female,Hispanic,Secondary,5.240700090137491,21,0,Moderate,No,Yes,No,No,19.0,Fail
1582,15,Female,Hispanic,University Education,17.634346127907925,1,0,Moderate,No,No,No,Yes,83.0,Pass
1583,18,Female,Asian,Secondary,17.836404228132256,27,0,Moderate,Yes,Yes,No,Yes,30.0,Fail
1584,16,Female,Asian,Primary,3.928826304455717,12,0,Low,No,No,No,No,40.0,Fail
1585,16,Male,Hispanic,Secondary,12.276918900154485,22,0,Very High,No,No,No,No,40.0,Fail
1586,17,Female,Asian,Primary,1.7543528343992865,24,0,Moderate,No,No,No,No,5.0,Fail
1587,16,Female,Hispanic,Primary,7.830741992032584,27,1,Moderate,No,No,No,No,12.0,Fail
1588,17,Female,White,Primary,14.266434590025446,25,0,High,Yes,Yes,No,No,32.0,Fail
1589,18,Female,Asian,Secondary,13.188464936998326,10,0,Moderate,No,No,No,Yes,59.0,Pass
1590,15,Male,Asian,Secondary,12.49401338813216,0,0,High,No,No,No,No,89.0,Pass
1591,15,Female,Hispanic,Secondary,5.650817273248872,23,0,Low,No,No,No,No,7.0,Fail
1592,18,Female,Hispanic,Secondary,7.560498988688041,1,0,Low,No,No,No,No,61.0,Pass
1593,15,Male,Black,Secondary,2.058922894005724,29,0,Very High,No,Yes,No,Yes,15.0,Fail
1594,18,Male,White,Primary,14.38045640867202,16,0,High,No,No,No,No,45.0,Fail
1595,18,Male,Asian,Higher Education,10.077775935825471,7,0,Moderate,Yes,No,No,No,66.0,Pass
1596,18,Female,Black,Primary,14.175312646913092,1,0,High,No,No,No,Yes,86.0,Pass
1597,15,Female,Hispanic,Primary,4.978870495937455,5,0,Very High,No,No,Yes,Yes,68.0,Pass
1598,17,Male,Hispanic,Secondary,6.488764572701324,21,1,Low,Yes,No,No,Yes,29.0,Fail
1599,18,Male,Asian,Primary,6.684306745202293,4,0,None,No,No,No,No,60.0,Pass
1600,16,Male,Hispanic,None,0.514848194944324,15,1,Moderate,No,No,Yes,No,38.0,Fail
1601,15,Male,Black,Secondary,6.82095745661247,7,0,Low,Yes,Yes,No,No,61.0,Pass
1602,18,Male,Asian,Secondary,16.06609147036067,18,1,Low,Yes,No,Yes,No,49.0,Fail
1603,18,Male,Asian,Secondary,17.94596991499477,15,0,High,Yes,No,No,No,57.0,Pass
1604,16,Female,Hispanic,University Education,10.364366312718548,12,0,None,No,No,Yes,No,37.0,Fail
1605,17,Female,Asian,Secondary,9.110033904384403,25,1,High,No,No,No,Yes,28.0,Fail
1606,17,Female,Asian,Higher Education,0.6164923739874051,19,0,Moderate,No,Yes,No,Yes,30.0,Fail
1607,17,Male,Asian,Primary,17.584086751707652,6,0,Moderate,No,No,No,No,64.0,Pass
1608,18,Male,Hispanic,Secondary,0.2602042685174544,15,0,High,Yes,Yes,Yes,No,61.0,Pass
1609,18,Male,Black,Higher Education,18.89500160420424,22,1,Moderate,No,No,No,No,31.0,Fail
1610,18,Male,Hispanic,Secondary,9.784324973761812,15,0,Low,No,No,No,Yes,40.0,Fail
1611,15,Male,Asian,Secondary,6.838689871494532,28,0,Low,Yes,No,No,No,8.0,Fail
1612,16,Male,Black,Primary,18.484368696853203,11,1,High,Yes,No,No,No,69.0,Pass
1613,18,Female,Black,None,0.4878198622019347,13,0,Low,Yes,No,No,No,40.0,Fail
1614,16,Female,Hispanic,Secondary,11.628497897381742,23,1,None,Yes,No,No,Yes,28.0,Fail
1615,16,Male,White,Primary,10.978650489986752,17,0,Very High,No,No,No,No,58.0,Pass
1616,17,Female,Asian,Higher Education,4.3864080242276415,26,1,Very High,Yes,Yes,No,No,25.0,Fail
1617,15,Male,Black,Primary,8.577748627004212,27,0,Moderate,No,Yes,Yes,Yes,4.0,Fail
1618,18,Female,Asian,University Education,13.045280118875404,17,0,None,No,No,No,No,25.0,Fail
1619,17,Male,Black,University Education,14.54262393763855,15,0,High,Yes,No,Yes,No,56.0,Pass
1620,17,Male,Asian,Primary,0.0143371741315956,19,0,High,Yes,No,No,No,35.0,Fail
1621,18,Female,Asian,Primary,18.737068601820305,15,0,Low,Yes,Yes,No,No,53.0,Pass
1622,16,Female,Asian,Higher Education,3.290507447856248,12,0,Low,Yes,No,Yes,No,47.0,Fail
1623,17,Male,Black,University Education,4.671608684447184,25,0,High,Yes,No,Yes,No,31.0,Fail
1624,16,Male,Asian,Secondary,5.269468913876965,28,0,Very High,No,No,No,No,7.0,Fail
1625,15,Female,Hispanic,Primary,0.7564027310407062,8,0,High,Yes,No,No,Yes,68.0,Pass
1626,16,Female,Asian,Secondary,2.4610424718064983,25,0,Low,Yes,Yes,Yes,No,22.0,Fail
1627,15,Male,Asian,Secondary,19.72699845888324,27,0,Moderate,Yes,Yes,No,No,35.0,Fail
1628,16,Female,Hispanic,Primary,6.304334747545721,8,0,High,No,No,No,No,54.0,Pass
1629,17,Male,Asian,Secondary,2.306021806780987,12,0,Low,No,No,No,No,36.0,Fail
1630,17,Male,Asian,None,2.1398252234924664,28,0,Low,Yes,No,Yes,No,0.0,Fail
1631,15,Male,Black,None,14.389199353399436,3,1,Low,No,No,No,No,77.0,Pass
1632,18,Male,Asian,Primary,17.091373280652817,8,0,Moderate,No,No,No,No,64.0,Pass
1633,15,Female,Asian,Primary,5.139045990169397,14,0,Moderate,No,No,No,No,49.0,Fail
1634,15,Female,Asian,Primary,0.4181902467046994,13,0,High,No,Yes,No,No,47.0,Fail
1635,16,Female,White,Secondary,4.461800368907117,18,1,High,Yes,Yes,No,No,41.0,Fail
1636,16,Female,Black,Primary,1.130313815935147,11,0,Very High,No,No,Yes,No,59.0,Pass
1637,15,Female,Black,Primary,2.0678987326008302,20,1,High,Yes,No,No,No,32.0,Fail
1638,17,Female,Black,Primary,8.630162396952848,25,0,Low,No,No,No,Yes,4.0,Fail
1639,16,Female,Asian,University Education,4.598367417232652,24,1,Moderate,No,Yes,Yes,Yes,32.0,Fail
1640,18,Male,Asian,Secondary,10.318917570508468,5,0,Moderate,No,Yes,No,No,66.0,Pass
1641,16,Female,Hispanic,Secondary,5.069875065143807,2,0,None,Yes,No,Yes,No,67.0,Pass
1642,16,Female,Asian,Secondary,18.810746022058957,25,0,Very High,No,Yes,No,No,41.0,Fail
1643,18,Male,Asian,University Education,18.11887935852529,24,1,None,Yes,Yes,No,No,35.0,Fail
1644,15,Female,Asian,Primary,11.33612210020932,21,1,Moderate,Yes,No,No,No,40.0,Fail
1645,18,Female,Asian,Secondary,7.088479839747723,19,0,Moderate,Yes,No,Yes,No,30.0,Fail
1646,15,Male,White,Secondary,7.622937640694712,15,0,Moderate,Yes,No,Yes,No,50.0,Pass
1647,15,Female,Asian,Secondary,8.237045662889939,29,0,High,No,No,No,Yes,6.0,Fail
1648,15,Female,Black,None,14.55158644269888,19,0,Moderate,No,No,No,No,31.0,Fail
1649,18,Female,Asian,Secondary,9.03277991037676,23,0,Low,No,No,Yes,No,21.0,Fail
1650,15,Male,White,None,17.13459893011795,22,0,Low,No,No,No,No,24.0,Fail
1651,17,Female,Asian,Secondary,18.88189571860729,16,1,Very High,Yes,Yes,No,No,61.0,Pass
1652,18,Female,Asian,Secondary,6.718923067578677,15,0,Low,Yes,No,No,No,44.0,Fail
1653,17,Male,Hispanic,Primary,11.213889627513602,5,0,Low,No,No,Yes,No,71.0,Pass
1654,15,Female,Hispanic,Higher Education,1.9011307366512888,7,0,Moderate,No,No,No,No,51.0,Pass
1655,16,Male,Asian,None,4.009380955327179,18,1,Low,Yes,No,No,No,39.0,Fail
1656,15,Male,Asian,Higher Education,8.269315334203203,29,1,Moderate,No,No,Yes,No,18.0,Fail
1657,17,Female,Asian,Secondary,4.1240543180355775,24,0,High,Yes,No,No,No,12.0,Fail
1658,17,Male,Asian,Primary,17.53120981577435,25,1,High,No,No,No,No,28.0,Fail
1659,18,Male,Asian,Primary,3.165725121181961,1,1,High,No,Yes,No,No,74.0,Pass
1660,16,Female,Asian,University Education,9.11321643106184,13,0,Low,Yes,Yes,Yes,No,58.0,Pass
1661,18,Male,Asian,None,12.113984809197513,21,0,Moderate,No,Yes,No,No,34.0,Fail
1662,17,Male,Asian,Primary,13.837278163216888,11,1,None,Yes,No,No,No,53.0,Pass
1663,15,Female,Black,Primary,7.661387394530134,16,0,None,Yes,No,No,Yes,32.0,Fail
1664,16,Female,White,Secondary,17.381981374494572,27,0,Moderate,Yes,No,No,No,19.0,Fail
1665,15,Female,Black,Secondary,11.36638302155851,26,0,Low,Yes,Yes,Yes,No,13.0,Fail
1666,15,Male,Asian,Primary,8.790155608951036,14,0,High,No,No,No,No,52.0,Pass
1667,16,Female,Asian,Primary,1.3448126810407324,17,1,High,Yes,Yes,No,No,50.0,Pass
1668,18,Male,White,Primary,9.2937893689033,15,0,High,Yes,No,No,Yes,47.0,Fail
1669,15,Male,Asian,Primary,16.414716816314606,12,0,High,Yes,Yes,No,No,65.0,Pass
1670,17,Male,Asian,Secondary,12.29082036442631,20,1,None,Yes,Yes,Yes,No,45.0,Fail
1671,15,Male,Black,Secondary,16.643249074582368,16,0,Moderate,Yes,No,No,No,40.0,Fail
1672,16,Male,Black,Primary,9.880233411986111,7,0,Low,No,Yes,No,No,57.0,Pass
1673,16,Male,Black,Primary,2.369234101889637,0,1,Moderate,Yes,No,No,No,84.0,Pass
1674,16,Male,Asian,Primary,0.2727969167176214,28,0,Low,Yes,Yes,No,No,12.0,Fail
1675,18,Female,Asian,University Education,6.064390934371824,24,0,None,Yes,Yes,No,No,5.0,Fail
1676,15,Female,White,University Education,13.95980942995585,25,0,Moderate,No,Yes,Yes,Yes,32.0,Fail
1677,18,Male,Asian,Higher Education,15.805198078833875,26,0,High,Yes,No,No,No,22.0,Fail
1678,18,Male,Black,Primary,5.915056692406589,2,1,High,No,No,No,No,78.0,Pass
1679,16,Female,Hispanic,None,9.91307841766494,15,0,Moderate,No,Yes,No,Yes,45.0,Fail
1680,16,Male,Black,Primary,8.422378088681633,27,0,Moderate,Yes,Yes,Yes,No,17.0,Fail
1681,18,Female,Asian,Primary,8.210455687028556,1,0,Moderate,Yes,No,No,Yes,72.0,Pass
1682,15,Female,Asian,Secondary,4.62697426400301,14,0,High,No,No,No,Yes,43.0,Fail
1683,17,Female,Black,Secondary,2.7274221005891675,0,1,None,Yes,No,Yes,No,89.0,Pass
1684,18,Male,Hispanic,Higher Education,3.9337711646242624,8,1,High,No,Yes,No,No,63.0,Pass
1685,15,Male,White,Higher Education,1.106647743266922,15,1,Moderate,No,Yes,No,No,40.0,Fail
1686,16,Female,Asian,Primary,3.962614836471541,3,0,Low,No,No,Yes,Yes,59.0,Pass
1687,16,Female,Asian,Secondary,0.1840179525075891,11,1,None,Yes,No,No,No,45.0,Fail
1688,15,Female,White,Primary,12.545168012719564,0,0,Low,No,No,No,No,71.0,Pass
1689,17,Female,Hispanic,None,6.327508147753658,0,1,Moderate,No,No,No,Yes,76.0,Pass
1690,16,Female,Hispanic,Secondary,19.46289422853817,6,1,High,Yes,Yes,No,No,91.0,Pass
1691,16,Male,Asian,None,3.874341015525957,17,0,Moderate,No,No,No,Yes,23.0,Fail
1692,16,Female,Black,Secondary,6.916571406191878,22,0,Moderate,Yes,No,No,No,33.0,Fail
1693,15,Male,Hispanic,Primary,7.156823172830665,27,0,Very High,Yes,Yes,No,Yes,19.0,Fail
1694,18,Female,Black,Secondary,0.1690299212492108,22,0,Low,Yes,No,No,No,22.0,Fail
1695,16,Male,Asian,Secondary,16.78415906078918,14,1,Low,No,No,No,No,60.0,Pass
1696,18,Male,Asian,Primary,0.6398892028864944,25,0,Moderate,No,Yes,No,No,19.0,Fail
1697,17,Male,Black,Higher Education,18.803596694584822,29,0,High,Yes,No,No,No,26.0,Fail
1698,16,Male,Asian,Primary,17.841487021872414,24,0,High,No,Yes,No,No,36.0,Fail
1699,16,Male,Asian,Secondary,10.710438321719272,12,1,Moderate,No,No,No,No,55.0,Pass
1700,17,Male,White,Secondary,10.871911498225842,15,0,Very High,No,Yes,Yes,No,63.0,Pass
1701,16,Female,Asian,Secondary,13.075558459123126,6,0,High,No,No,No,No,67.0,Pass
1702,18,Male,Hispanic,University Education,7.7410002386977395,15,0,None,Yes,No,No,No,40.0,Fail
1703,15,Female,Asian,Primary,12.94444566795711,12,0,High,Yes,No,Yes,Yes,68.0,Pass
1704,18,Male,Black,Secondary,0.8953677737697374,13,0,None,No,Yes,No,No,38.0,Fail
1705,15,Male,White,Secondary,1.0809525469945314,16,1,High,No,Yes,No,No,44.0,Fail
1706,15,Female,Asian,Higher Education,9.144608392390888,11,0,Low,Yes,No,No,No,53.0,Pass
1707,18,Male,Asian,Primary,10.9924460221207,28,0,High,No,No,No,No,10.0,Fail
1708,18,Female,Asian,Secondary,17.75635280671638,23,0,Moderate,Yes,No,No,No,28.0,Fail
1709,18,Female,Asian,Secondary,2.093212678157925,23,0,High,No,No,No,No,22.0,Fail
1710,18,Female,Hispanic,Primary,16.452958543877788,19,0,Moderate,Yes,Yes,No,No,46.0,Fail
1711,17,Female,White,Secondary,4.200946745841392,12,0,High,Yes,No,No,No,56.0,Pass
1712,16,Male,Asian,Primary,7.881672970200637,23,0,Low,No,Yes,Yes,No,24.0,Fail
1713,15,Male,Asian,Secondary,6.332048696548258,19,0,Very High,No,Yes,No,No,42.0,Fail
1714,18,Female,Asian,Higher Education,8.00310545730798,14,0,High,No,No,No,No,52.0,Pass
1715,18,Male,Hispanic,Secondary,3.009909961451711,23,1,Low,Yes,Yes,No,No,26.0,Fail
1716,18,Male,Asian,Secondary,10.0714014880711,20,0,Very High,No,No,No,No,33.0,Fail
1717,17,Female,Black,Secondary,16.032851796627344,3,1,Moderate,Yes,No,No,Yes,88.0,Pass
1718,18,Male,Black,None,8.830680207577938,21,1,High,No,Yes,No,Yes,26.0,Fail
1719,18,Female,Black,Primary,9.812271517963982,1,0,High,Yes,No,No,No,87.0,Pass
1720,18,Female,Asian,Secondary,16.975351705626284,27,1,None,Yes,No,No,Yes,15.0,Fail
1721,16,Male,Hispanic,Primary,14.121162292760616,17,0,Very High,No,Yes,No,No,59.0,Pass
1722,17,Male,Asian,Primary,9.809088170395697,1,0,Moderate,No,No,No,No,79.0,Pass
1723,18,Male,Asian,Secondary,5.153912963783593,24,0,Low,No,No,No,No,15.0,Fail
1724,15,Female,Hispanic,Primary,17.698534936899332,14,0,High,Yes,Yes,No,Yes,67.0,Pass
1725,15,Female,Hispanic,Primary,11.540408033811168,29,0,High,No,No,No,No,8.0,Fail
1726,15,Male,Asian,Secondary,4.422952202213867,25,0,None,No,Yes,No,No,7.0,Fail
1727,17,Male,Asian,Primary,5.382395052760208,18,0,Low,Yes,No,No,No,22.0,Fail
1728,17,Male,Asian,Higher Education,16.06266177872492,14,0,High,No,No,No,No,58.0,Pass
1729,15,Male,Asian,Higher Education,0.8829112417491092,25,0,None,Yes,Yes,Yes,No,8.0,Fail
1730,18,Female,Asian,Secondary,19.8418437405764,19,0,Very High,No,No,No,No,45.0,Fail
1731,17,Male,Asian,Primary,2.607033594295836,9,0,High,No,Yes,No,No,64.0,Pass
1732,15,Female,Asian,Secondary,15.921370507938748,27,0,Moderate,No,Yes,No,No,27.0,Fail
1733,15,Female,Hispanic,Higher Education,7.895506335433657,23,0,Moderate,Yes,Yes,No,Yes,27.0,Fail
1734,18,Male,Black,Secondary,9.844323665749338,19,0,Moderate,No,No,Yes,Yes,25.0,Fail
1735,16,Male,Black,Primary,17.613011549291556,10,1,Moderate,Yes,No,No,No,71.0,Pass
1736,17,Male,Asian,Secondary,8.258223791784264,25,1,High,No,Yes,Yes,Yes,34.0,Fail
1737,18,Female,White,Higher Education,10.74987507346469,9,0,Very High,No,No,No,Yes,65.0,Pass
1738,15,Male,Hispanic,Secondary,0.9859932481833988,28,1,Moderate,Yes,No,Yes,No,14.0,Fail
1739,15,Male,Hispanic,Secondary,0.046949477349063,22,0,Moderate,No,No,No,Yes,14.0,Fail
1740,18,Female,Hispanic,Secondary,4.895997460034518,4,0,Low,No,No,No,No,56.0,Pass
1741,17,Male,White,Secondary,13.611661858375346,8,1,High,No,No,No,No,71.0,Pass
1742,16,Female,Black,None,2.425297867182734,19,0,High,Yes,Yes,No,No,42.0,Fail
1743,16,Male,Asian,Secondary,2.2752391760909885,18,1,High,Yes,No,No,No,43.0,Fail
1744,15,Female,Black,None,8.219212160718065,12,0,None,No,No,No,No,38.0,Fail
1745,17,Male,Hispanic,Secondary,12.95674077216453,17,0,High,No,Yes,No,No,52.0,Pass
1746,16,Male,Hispanic,Primary,14.24143984495861,16,0,Moderate,Yes,No,No,No,47.0,Fail
1747,17,Female,Black,Secondary,3.569013481967496,26,0,High,Yes,Yes,No,Yes,22.0,Fail
1748,17,Female,Asian,Primary,1.591762947440849,5,0,High,No,No,No,No,63.0,Pass
1749,15,Male,Asian,Secondary,18.807940678910885,9,0,High,Yes,Yes,No,Yes,69.0,Pass
1750,16,Female,White,Secondary,5.213327651242034,1,1,Moderate,No,No,No,No,72.0,Pass
1751,18,Female,Black,Primary,17.066929952174476,23,0,High,No,Yes,No,No,33.0,Fail
1752,15,Female,Black,Primary,17.269829009256366,5,0,None,No,No,No,No,59.0,Pass
1753,16,Female,Asian,Primary,15.450451835250888,27,0,High,No,No,Yes,No,21.0,Fail
1754,16,Male,Asian,Higher Education,3.3766721330514016,27,1,None,No,No,No,No,8.0,Fail
1755,16,Male,Hispanic,Secondary,16.436029185084006,20,0,Moderate,Yes,Yes,No,No,46.0,Fail
1756,16,Female,Black,Secondary,15.385011184831734,12,0,Low,No,No,No,No,50.0,Pass
1757,16,Female,Hispanic,Primary,11.934459802124342,17,1,High,No,Yes,No,No,56.0,Pass
1758,17,Female,Asian,Secondary,6.744040703379055,6,0,Moderate,No,No,No,Yes,65.0,Pass
1759,15,Female,Black,Higher Education,5.250172085330882,1,0,High,Yes,No,No,No,85.0,Pass
1760,17,Male,Asian,Higher Education,2.4377842416071798,28,1,High,Yes,No,No,No,22.0,Fail
1761,18,Male,Hispanic,Secondary,10.195141338017429,13,1,High,No,Yes,No,No,54.0,Pass
1762,16,Female,Asian,None,11.705217510196931,4,0,Low,No,Yes,No,No,61.0,Pass
1763,15,Female,Asian,Primary,7.186779810315745,17,0,High,No,Yes,No,No,38.0,Fail
1764,16,Female,Black,None,9.507181353617373,10,1,Moderate,No,Yes,No,No,61.0,Pass
1765,15,Male,White,Primary,7.270289147385334,9,0,None,No,No,No,No,50.0,Pass
1766,17,Female,Asian,Primary,12.820121146414024,10,1,Low,No,Yes,No,No,62.0,Pass
1767,15,Male,Hispanic,Primary,18.025184155931267,26,0,Low,Yes,No,Yes,No,21.0,Fail
1768,18,Female,Asian,Primary,3.278405240938897,1,0,None,No,Yes,No,No,68.0,Pass
1769,18,Male,Asian,Higher Education,7.628176198062468,14,0,Moderate,No,No,No,No,43.0,Fail
1770,15,Female,Asian,Secondary,2.8173720790172263,6,1,None,No,Yes,No,No,65.0,Pass
1771,15,Male,Asian,Higher Education,12.49887540815664,8,1,Moderate,Yes,No,No,No,69.0,Pass
1772,15,Female,Black,Secondary,14.577410189771916,4,0,Low,No,No,No,No,62.0,Pass
1773,15,Female,Asian,Primary,18.63825465194912,6,1,Low,No,No,Yes,No,71.0,Pass
1774,18,Female,Asian,Secondary,5.577438525219298,19,0,Very High,Yes,No,No,No,40.0,Fail
1775,16,Male,White,Primary,19.004224117308603,1,0,Moderate,No,No,Yes,No,80.0,Pass
1776,15,Female,Asian,Secondary,1.265253436413496,2,1,Low,No,Yes,No,No,78.0,Pass
1777,15,Male,Hispanic,Primary,12.060277267291765,1,1,Moderate,No,Yes,Yes,Yes,86.0,Pass
1778,18,Male,Asian,University Education,1.1426543868665997,20,1,Low,Yes,No,No,No,21.0,Fail
1779,18,Female,Black,Primary,17.875483755238896,21,1,None,No,No,No,No,30.0,Fail
1780,17,Female,Asian,Primary,10.596181141401082,22,0,None,Yes,No,No,No,19.0,Fail
1781,15,Female,Asian,Higher Education,13.38696701525592,18,0,Very High,No,Yes,Yes,No,54.0,Pass
1782,17,Male,Asian,None,16.63147851820905,3,1,High,No,No,No,No,82.0,Pass
1783,18,Female,Asian,Secondary,3.006212449679375,23,0,High,Yes,No,Yes,No,29.0,Fail
1784,18,Male,Asian,Secondary,0.7718312387626769,19,0,Very High,No,No,No,Yes,36.0,Fail
1785,16,Male,Black,Higher Education,17.577622918257042,6,0,Very High,No,No,No,No,73.0,Pass
1786,15,Female,Hispanic,University Education,6.29866454917865,27,0,High,No,No,Yes,No,17.0,Fail
1787,17,Female,Hispanic,University Education,2.5795781585433053,21,1,High,Yes,No,Yes,Yes,47.0,Fail
1788,18,Female,Black,None,9.36922474174173,6,0,Moderate,No,No,No,Yes,66.0,Pass
1789,18,Female,Asian,Higher Education,11.966121513920376,16,1,Low,No,No,No,No,38.0,Fail
1790,17,Female,Asian,Secondary,0.6194120684502025,18,0,Moderate,No,No,Yes,No,31.0,Fail
1791,16,Female,Asian,Secondary,5.497913165141755,21,0,Moderate,No,No,No,No,15.0,Fail
1792,18,Male,Asian,Primary,0.6559974855379203,15,0,Very High,No,No,No,No,35.0,Fail
1793,15,Male,Black,Secondary,8.40670778390998,2,0,Moderate,No,No,Yes,No,83.0,Pass
1794,18,Male,Black,University Education,17.902000581324884,14,0,High,No,No,No,Yes,54.0,Pass
1795,15,Female,Asian,Higher Education,19.653048229871384,13,0,Moderate,Yes,Yes,No,No,70.0,Pass
1796,17,Male,Asian,Secondary,12.740951070072551,14,0,Low,No,No,No,No,43.0,Fail
1797,15,Male,Hispanic,None,3.232753875691836,13,0,Moderate,No,Yes,No,No,42.0,Fail
1798,17,Male,Hispanic,Primary,18.11698779998612,6,0,Moderate,Yes,No,No,No,74.0,Pass
1799,15,Male,Asian,Higher Education,10.32495646400121,24,0,Moderate,Yes,No,No,No,24.0,Fail
1800,17,Male,White,Secondary,3.074986242058362,2,0,Moderate,Yes,No,No,No,83.0,Pass
1801,15,Female,White,Secondary,18.434533389033227,29,0,Low,No,No,No,No,11.0,Fail
1802,16,Female,Asian,None,15.14938101446206,16,1,Moderate,Yes,No,No,No,49.0,Fail
1803,15,Male,Asian,Secondary,14.63410545446303,9,0,High,Yes,Yes,No,No,71.0,Pass
1804,15,Male,Black,Secondary,14.183614075888094,14,1,Moderate,No,Yes,No,No,59.0,Pass
1805,16,Male,White,Higher Education,4.006796421928847,28,1,Moderate,No,No,No,No,4.0,Fail
1806,18,Female,Hispanic,Secondary,4.220133834150522,5,0,None,No,No,No,No,53.0,Pass
1807,18,Female,Asian,Primary,13.7658599685451,27,1,Low,Yes,No,Yes,Yes,23.0,Fail
1808,15,Male,Asian,Secondary,4.394455002207938,16,0,Moderate,No,No,No,Yes,36.0,Fail
1809,16,Female,Black,None,8.773433936060977,16,1,Moderate,No,Yes,No,No,47.0,Fail
1810,15,Female,Black,University Education,15.640036511878828,13,1,Moderate,No,No,No,No,48.0,Fail
1811,17,Male,Asian,Primary,15.679050361956818,23,0,High,Yes,Yes,No,No,38.0,Fail
1812,17,Female,Hispanic,Secondary,9.065235450517193,24,0,Low,No,No,Yes,No,21.0,Fail
1813,15,Female,Black,Primary,15.843798765504902,17,0,None,Yes,No,No,No,44.0,Fail
1814,18,Male,Hispanic,Secondary,16.772435923961137,24,0,Moderate,Yes,No,No,No,32.0,Fail
1815,18,Female,Hispanic,Secondary,13.095515025685206,4,0,Moderate,No,No,No,No,62.0,Pass
1816,15,Female,Hispanic,Secondary,4.568517046168403,28,0,Moderate,No,No,Yes,No,0.0,Fail
1817,15,Male,Asian,Primary,5.48023560771095,7,0,High,No,No,No,No,55.0,Pass
1818,17,Female,Black,Primary,6.296823108174707,6,0,High,Yes,No,No,No,76.0,Pass
